,Rating,Comment
286,5,I stopped drinking it. Didn’t even finish one carton. Highly irregular ang bowel movement ko when taking. Masakit din sa tiyan. Baka hindi lang ako hiyang.
287,5,Naglose ako ng wait nakakahekp talaga sya
288,5,very satisfying yung product. ☺️
289,5,ang gaan sa tiyan.... tanx po...
290,5,Super affordable! 
291,5,I really appreciate the effort guys
292,5,received the package.. excellent quality indeed... 
293,5,its my 2nd time to order at lazada and still satisfied! Glutalipo is what my mom' uses and based on what i observed it was really have some effect on her. So i decided to try it too and see if it is  effective on me.
294,5,Products are really legit and they were shipped sooner than expected plus safely packed. Kudos One full life 👍
295,5,Ganda ng pagkapacked thank you
296,5,"Basta natatandaan ko may free akong BURN shake, good seller kasi maayos ang packaging at bago ang products. Uy pag bibili ako dun sa kabilang shop nyo dapat may free din ha;) stalker ako eh alam ko san pa kau meron,haha "
297,5,"As usual fast delivery prin.. Maraming beses na ako naka kuha s One Full Life.. Authentic ang mga products nila at marami pang freebies.. today i got 3 sashet of nestea milk tea.. Nakaka bawas tlaga ng timbang pero shempre sabayan mo nrin ng konting kembot..
More Power to Lazada and One Full Life.. Thank U"
298,5,"Effective siya. Though very strong yung smell, masarap yung lasa. Thanks, will order again!"
299,5,Seller always take care of my goods. Thank you and keep it up!
300,5,"Thank you,got my order,hindi ko pa sya nabuksan."
301,5,"hndi kupa na try, hoping a effective result."
302,5,"well packed "
303,5,love 😇😇😇😇😇😇😇😇😙😙😙😙😙😇😇😇😇😇😇😇😇😇😙😙😙😙😙😙😙😙😙😙😋😋😋😋😋😋😋😋
304,5,nice product....I tried it and it works for me magaan sa pkiramdam...☺️☺️☺️☺️☺️😊😊😊😊😊😊😊
305,5,"my 2nd time to order..na try ko na ung coffee,kaya try ko namn ung juice,pero mas ok sakin lasa ng juice kasi May lemon flavor sya..same lang din ung effect"
306,5,thankkkkkkk youuuuuu!!!! I will trying it hehehe.. and than you for take free one mask.....
307,5,"Grabe kayo one full life! Legit 👌 super satisfied ☺ taas ang kamay dito ang satisfied kay One full life. 5 stars is not enough po. More power to your shop, and many more costumers. Thank you, at kay LEX PH. "
308,5,"This is my second time ordering here, which also means my second month of taking gluta lipo. I am hoping for more evident results since I’ve been seeing these drinks really helpful. Nakakatuwa rin dahil may freebie ulit sila na mask hahaha and as usual, very nice packaging. Super secured!!!! Delivered on time and napakabait din ng courier!"
309,5,My nth time to order in this legit store. Since ilang repeat order na ito definitely very satisfied customer ako. 
310,5, thank u a got my order
311,5,arrived in good condition. good for 1 month. definitely will order again. para sa ikakaganda lavarn
312,5,received parcel in good condition. nabasa lang ng konti yung box. but everything is good. 2nd time ordering here. mabilis talaga magship..
313,5,Tried all other flavors except for this one. I’m sure it’s good too. 
314,5,"fast delivery,no damages at all boxes arw intact complete item, this is my first time to order in this shop and it amazes me  will order soon"
315,5,thank you seller😊  thanks for the freebie and fast delivery😉  also well packed...my first try on this product😊  hope it works and seems legit😊  
316,5,🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🥤🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍋🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊🍊
317,5,d ko pa sya natatry kasi para sa husband ko ito ipadala ko pa sa ibang bansa..
318,5,Gusto ko tong product nto kc helpful talaga xa lalo na kung d ka ngpu poop everyday. Thanks seller.
319,5,subok ko na ito pang ilang purchase ko na ito and super satisfied.. uulit pa ako for sure.. padagdag po keto gmax
320,5,Satisfied customer here 💯🆗👍👍👍
321,5,Thanks po sa frebbies 😀
322,5,nice.. sulit.. effective.. mabilis dunating
323,5,"thank you Lazada,sulit ung bayad ko...tama sa order ang dumating..1 box nalang na picture ko kinuha agad saakin ng buyer...order ulit ako"
324,5,Product quality is very nice! ! Satisfied customer here! Thank you seller! Thank you Lazada! 💯🆗👍👍👍
325,5,"Packed nicely. Secured and no damage at all. 
Very fast and efficient shipping and delivery.
I will order again if effective.
Packed nicely. Secured and no damage at all. 
Very fast and efficient shipping and delivery.
I will order again if effective.
Packed nicely. Secured and no damage at all. 
Very fast and efficient shipping and delivery.
I will order again if effective."
326,5,Nice product ☺️
327,5,"thanks you ONE FULL LIFE... i receive my order  and lazada thank U... 
also ky kua delivery 
 i give  a 5 star   i try to take this product  gluta lipo juice... kpag meron effect  mg bibigay pa aq ng another 5 stars😊😊😊😊😊 at oorder pa po ako with coffee and juice na..."
328,5,Will surely purchase again and again. No problem when it comes to quality and shipping 
329,5,"Tbh, di ko sya na recieve sa araw ng delivery dahil wala ako sa bahay but I am very happy dahil dineliver pa rin ni kuya kinabukasan! Maayos ang packaging nga lang umuulan kaya medyo nasira ang pinaglalagyan na box nung tatlo but anyway, okay naman sya, walang sira ang mismong mga boxes ng glutalipo. Nakainom na ako kanina nito 4 hrs ago, let’s what will happen. Thanks seller sa freebie and ofc sa nag deliver kahit malakas ang ulan!"
330,5,"💯🆗👍👍👍
💯🆗👍👍👍
💯🆗👍👍👍
💯🆗👍👍👍
💯🆗👍👍👍
💯🆗👍👍👍"
331,5,🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋🍊🍋
332,5,"I thank my God every time I remember you. In all my prayers for all of you, I always pray with joy Philippians 1:3-4
Perfume and incense bring joy to the heart, and the pleasantness of a friend springs from their heartfelt advice. Proverbs 27:9
Two are better than one, because they have a good return for their labor: If either of them falls down, one can help the other up. But pity anyone who falls and has no one to help them up. Ecclesiastes 4:9-10"
333,5,"2nd time to order. Ang bilis parin ng delivery. Thank you sa freebie!.
2nd time to order. Ang bilis parin ng delivery. Thank you sa freebie!."
334,5,I received the item well packed and on time. Thanks seller I will order again pag naubos ko na lahat ito. I hope this will help for me to loose weight. Thank you and stay safe 🙂👌🏻
335,5,sorry po sa late review 
336,5,Thank you po sa freebie🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
337,5,"super love this product....item recieve in good packaging... thank you po sa sellee and lazada...
😊😊😊"
338,5,"Sibrang bilis ng delivery, 1 day lang"
339,5,fast deliver in well pack i will order again
340,5,💯🆗👍👍👍
341,5,received in good condition. thanks
342,5,got my order in good condition and complete.. well packed.. ill order again if effective c gluta lipo sakin.. my face shield pang free.. 😊
343,5,ang bilis ng delivery kahapon ko lang inorder na delivered agad. and yung box ng product naka sealed legit same na nabili ko. 
344,5,Thank you! Satisfied customer here...Legit👌
345,5,thank you seller for fast delivery and looks safe the item in the box...
346,5,"na try ko na, and i think its effective. thanks for the freebee."
347,5,my 4th time to buy in this shop..Fast delivery..nice packaging..Legit product.🙂
348,5,Thank you so much sa seller.. May freebie pa na face mask. Pang 3 ko na atang order dito. Maayos ang packaging and dast delivery.. Thank you.
349,5,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯
350,5,Nakuha ko na yung order ko mabilis siyang dumating well see in a long run if effective and may result siya
351,5,got my parcel fast shipping and delivery well packed parin at my 2nd time ordering in this shop. thank you seller  thanks din sa pa freebie  thanks din sa rider and sa lazada. satisfied customer here👍🏼👍🏼👍🏼
352,5,orders complete
353,5,Legit siya thankyou seller
354,5,good morning po wrong item ung dumating ang order ko po gluta juice hindi gluta food supplement
355,5,Hello po.. Thank you po seller never pa po ako nabibigo sa twing umoorder po ako sa shop nyo.. Every order was good mapa quality and quantity..kahit sa pagka lagay sa loob ng box.. Napaka secure.. God bless po sa shop.. More customers to come! 
356,5,Legit may freebies pa
357,5,"sobrang bilis ng shipping! ang bait pa ng nagdedeliver pls. watch and subscribe to my youtube channel          ""LAI NOSAL AD VLOGS"" , may result na sya hehehe! effective nga sya thank u seller at lazada! "
358,5,Thank you so much sa freebie na mask.Been taking the juice lately.Ok po sya.Might order again pag naubos ko sya.😊
359,5,Papayat ka dahil hihilab mo tiyan mo like after 8-10 hours. Kaya pag May lakad wag uminom nito or else d ka aabot. 
360,5,salamat seler at lazada totoong legit! 👍🙏💟💝👌
361,5,hang bilis dumating 😊 kahapon qu lng inorder by the way thank you seller and lazada .. .also thanks to freebies
362,5,"salamat lazada, seller at kuyang rider. nakakahappy
salamat lazada, seller at kuyang rider. nakakahappy"
363,5,Well packed siya and so happy na nilagay nila sa box. May free mask pa and dumating agad. Hope this is legit. 
364,5,Napa wowwwwwwww... The shipping and handling very fast.. At naka box pa.. Mabait pa yong rider... Oorder ako ulit. Super legit siya. 1st time ko pa nag order 100% satisfied. 
365,5,mabilis po ying delivery. complete naman din yung item may free mask pa thanks po
366,5,"Super fast delivery......well packed.....thanks sa freebies....

Thanks seller and sa nag deliver 🙂👍👍👍👍👍👍👌"
367,5,Hello seller.. Nakuha kona po yung order ko.. Thank you po.. Complete order.. At in good condition din.. God bless po sa store nyo.. 
368,5,Items recieved👍 almost complete nmn ung laman ng 3 boxes👍👍👍 thank you seller s free facemask😊 & thank you dn s nag deliver God bless🙏
369,5,"- Satisfied customer
- Well packed
- Fast delivery of transaction
- Well recommended

Thank you so much!"
370,5,Ang ganda po ng promo niyo sobrang affordable. Di ko pa po siya nagagamit pero feeling ko po effective naman 
371,5,"If you're looking for a legit gluta lipo juice this shop will surely cater your needs. Authentic, packed well & the delivery time is consistent. Thank you seller for a smooth transaction and for the freebie 😊. More power to your shop."
372,5,All I can say its really highly recommended . Everything you wanted will arrived the same . 
373,5,Maayos ang packaging nya. Mabait si kuya na ngdeliver. Maraming salamat effective sya sa akin.
374,5,"thanks you seller maayos natangap kuna 
po salamat sa nagdelever 😍😍"
375,5,I love the items its legit 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊
376,5,Got it with free mask. Autentico with there sticker tape. Happy with my order. Order ako uli kasi my free mask. 😂
377,5,thank you seller..ang Ganda ng packaging nya...walang yupi ang box ng item salamat po...till next transaction 🙂thank you din k kuya nagdeliver 🙂
378,5,Salamat seller ang bilis nadeliver agad in one day tapos may pafreebies pa health and beauty talaga ...Salamat po sa susunod na order ko syo ang check out ko po seller... 😊😉
379,5,Thank you seller! Satisfied buyer here😊 So if you're looking for a legit gluta lipo products this shop will definitely cater you. Kudos to you Seller! God bless po
380,5,"pangalawang order ko na ito sa seller na ito,ang bilis talaga ng shipping,maraming salamat seller,at sa nagdelibe"
381,5,items are complete and mabilis lang nadeliver. the packaging is good and wala naman damage. 
382,5,"Thank you ,so Happy sa item na nabili ko.sealed cia at may freebie pa..Thumbs up ke seller..Thank u 🙏 "
383,5,"This is my 4th time to order in this shop. Thank you seller kasi laging sakto yung dating ng order ko. Mabilis na, well packaged and legit ang item. God bless seller and to your shop. "
384,5,Soo legit...and effective! I do not have problem with my movement now and I’m soo happy now! 
385,5,thank you Lazada may freebies png facemask...ang bilis dumating...i love gluta lipo juice
386,5,Very Well Packaged. I'm impress! sana sa next order ko ganun pa din.
387,5,"Narecieved ko na po at well packed po ang mga item. Thanks po seller and sa nag deliver po 😊
hopefully effective po ito sakin 😄"
388,5,Thank you! my freebies pa 😊 until next time.. bilis pa ng delivery.. 
389,5,"2nd time ordering to this store and it never fails me!!! Seller is replying to all of my questions. Items are well packaged. And fast delivery. 
True to its ads Gluta Lipo has a pleasant taste, unlike other slimming juices.
If it has an effect to me I'll surely order again. Will also be trying the coffee."
390,5,Super bilis dumating nung item at ok ang package oorder ako ulit pag effective sakin ☺️ Thankyou po ☺️
391,5,first time to order dito kay seller sobrang bilis ng transaction AS IN kahit ECQ. PACKAGING ok na ok 😊 item ok din at kumpleto.. will order again soon.. 
392,5,"As always one full life is my fave shop,  packaging is superv safe and all authentic,  kaya comfstable na ako mag order dito, alam ko di magloloko.  Godbless..."
393,5,Thank you po uulit po aq ulit sa inyo.. 
394,5,"ETA ng item is April 27 to May 6. Ineexpect ko na baka nga lumagpas pa dun dahil aa ECQ pero after 6 days simula nung inorder ko, dumating agad and in good condition pa. Sana effective to! 😄 God bless you Seller! "
395,5,Bilis ng delivery at may freebie pa. Let's see kung effective nga...
396,5,"Already got the product and all are in good condition, excited to use this 😊 thank you"
397,5,"Thank you for adding the extra freebie along with the item. I greatly appreciate it since I'm a new customer. I've been using if for almost 5 days and on the third day the effects are already taking place. Hope to have more great results in the next 2-3 weeks. Will definitely order soon. Just a friendly advice, it would be best if you stretch for at least 15-20 minutes a day. It greatly helps. "
398,5,Hindi agad ako nakapag review dahil tin try ko muna ano result saaken first night ko sya tinake after 3 hours nag poo naku ng gabi then gumising ako 8am nag poo nanaman ako after 2hourd around 10am nag poo ulit then 1pm last poo kuna sya . So ngayon pang 3 nights kuna sya tnitake kung mag take kayo make sure late yong pasok nio sa work nio kase for me the second night pag take ko kinaumagahan napaka worst nia as in lalabas nya lahat ng toxic sa body. Masarap sya kaya 5 star c seller at good condition to tatlo box na order ko sa uulitin pi thank you and godbless!!!
399,5,super legit!! isang beses ko p lmg ginmit effective kagad! kinabuksan aun lumbas agad🤣 lgi kc aq my prblm sa pagdumi kaya its very helpful this product and i think i will loose weight soon. i will defintly order again and again!👍👍👌👌👌
400,5,"nakaka excite naman to, first time kong gagamit ng gluta lipo product, dahil maganda ang mga reviews nito...wish me luck, update ako after kong maubos lahat to, hehe...thanks sa mask 😉. thanks seller & thanks lazada..."
401,5,"Great packaging 👍
Fast Delivery 👌
Seller is very responsive 👏"
402,5,"nice packaging. . . .sana epektibo sya😉😉😉😉
thank you kay kuya delivery. at kay Lazada. . . "
403,5,✔️✔️✔️👍👍👍
404,5,Authentic. Effective. Tastes good. Nakakapoops pero di masyado - naging regular lang yung pagdumi ko tuwing morning. Consumption ko kalahating sachet everyday bago matulog. From 58kg to 54kg after 2 boxes. With regular excercise (jogging)
405,5,"nice nman packaging kahit d naka bubble wrap
may pa freebie pa thank seller sa uulitin"
406,5,Legit. Tanggal bloatedness ko sa product na 'to plus marasap pa' yong lasa ng juice. I will surely order again. Thank you ONE FULL LIFE 😘
407,5,Package safe 100 % 
408,5,legit seller👍👍❤️❤️
409,5,"suki n po aq ng shop n ito,, legit. effective po..❤️🤗 thank you seller and sa nagdeliver☺️"
410,5,Maayos po ang packaging .. sealed 🥰
411,5,legit po ang seller na uto.. mdami n po ako naorder n gluta lipo.. thank you po☺️❤️ thank you din po sa nagdeliver☺️
412,5,nice nice original
413,5,Fast delivery and secured ang packaging. 👍👍👍
414,5,"super effective lalo na sakin na constipated,hinde nako nag bloated ngayon.lumiit nadin ang tyan ko.."
415,5,good product ..will repurchase again .. guaranteed legit and not scam .. thank you seller :)
416,5,"I ordered both JUICE and COFFEE yesterday, dumating na ngayon. Super fast delivery! Well packaged, too. Thank you sa mga freebies, seller. Nakakatuwa naman! ❤️ HIGHLY RECOMMENDED! I will definitely order again! Thank you, Lazada."
417,5,"Ang bilis ng delivery kaka order ko lang mung gabi morning nag txt idedeliver na daw at narecieve ko hapon, nakaka tuwa lang 😍😍"
418,5,ang ganda lang talaga umorder ulit ako....lakas maka jebs.....
419,5,"Fast delivery,well packed,accommodating seller thanks,mabait na delivery man,will see sana effective din sakin yung product. Over all good review to this. Altho hindi parehas na green coffee ung coffee peeo coffee padin keri na dina maselan, one question lang po. Bakit nung magcheck out ako ng order ng dec.11 between 8-10pm may advertise si lazada na free shipping sa Luzon,kaya hinabol ko nung icheck ko lumabas naman na 594 free shipping,pero ngayon pagkadeliver may shipping fee pala 621 na total ko. Paano po yung gagawin dun? Ask ko lang po kaninong laps yun? Ano po kadalasan ginagawa nyo kapag may mga ganyan? Confused lang.hehe. Thank one full life Big star to sakin"
420,5,i ordered this product fot the 3rd time . Masarap sya then hindi na din ako constipated ☺️☺️
421,5,as always. eto lang un trusted store na inoorderan ko ng gluta lipo 😊
422,5,"been using this for 3mos now .. so far okay po, will order again soon 😊"
423,5,Thank you seller sa freebie.. suki na ako dito. Every month ako naorder. Next month ulit. thanks.
424,5,been ordering for quite awhile now .. satisfied naman ako 
425,5,madami ng beses po ako nag order s ahop n ito legit po ito... thank you seller at ky kuya nagdeliver☺️
426,5,Will order again!
427,5,"This shop never fails to give freebies! As always, well-packed ang item kaya ever since I have taken gluta lipo, dito sa store ako umoorder. Thanks seller! "
428,5,this is second time that i ordered. so far naboboost nya metabolism ko . salamat seller
429,5,thank you seller for the freebies can't wait to try it 
430,5,so good 🥰🥰🥰😘 dati napo ako nainom ng glutalipo juice hinimto kulang kc sobrang pumuti po talaga ako natatakot po ako🥰
431,5,oks👍👍
432,5,Thumbs up sa product legit at hindi fake! Naka secure din siya and may freebies..! Walang kahit anong damage yung box at product sa loob.. Thanks! 
433,5,good quality and package 📦 
434,5,100% legit since 2019 dito na aq nag oorder ng vitaplus sa one full life and now gluta lipo din thank u.
435,5,Sana effective
436,5,maraming n ako umorder dito legit seller. thank you.
437,5,3x na po nag ordr super bilis ng delivery. thnk u so mch. ang super effective din po
438,5,goottttcccchhhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa..........
439,5,"Thank you seller, my pa mask pa kasama.will order again❤️"
440,5,maraming slamat po seller...slamat po sa pa-freebies nyo plagi .. god bless seller at sa kuya rider keep safe
441,5,"Good for constipation, sakto lang yung packaging what u see is what you get"
442,5,supper effective po 5 star po
443,5,properly packed and thanks for the freebies
444,5,Suki na aq sa store na eto ilang beses na aq nag order at di aq nabigo thank you seller at lazada at thank you sa freebies nyo sa akin..bili na kayo dito authentic xa guys 😁
445,5,Effective siya. Nagamit ko na siya before and it is my second time na. May small progress but atleast may progress. 
446,5,thank you rider.
447,5,effective. it's my 3rd time to order from this store. well packed.sealed and intact.fast delivery
448,5,bbjjjjnbbvvvvj
449,5,amazing
450,5,"legit 👌 thank you
"
451,5,Sana Po effective para umorder uli sakin ung nag order nYan🙏😉👍
452,5,"i love this juice, it has a positive effect on me.. this is the third time i ordered. highly recommended… two thumbs up…"
453,5,Thank you Seller.. Item Received in good condition
454,5,mabilis siya dumating........welll packed..will order again soon..salamat seller at kay kuya rider
455,5,Well packed and fast delivery. Thank you for the free face shield. 
456,5,1st take ko ladt night.effective agad at hindi madyadong sweets.thanks seller
457,5,Mabilis dumating tapos in good condition naman lahat. I tried it first before leaving a review and it taste good naman. 
458,5,went to the bathroom thrice! 😂
459,5,genuine
460,5,"Nice product!!!!!
Sana effective 😊😊😊😊😊
Thank you so much lazada👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍"
461,5,"Thank you po! Nareceived ko po agad. 😊
Order date: 8/8/2021
Receive: 8/9/2021
God bless po and more power! Thank you rin po sa freebie niyo. ❤️"
462,5,"My freebie na mask. Thanks
"
463,5,thank you seller pang 3rd time ko na po mag order nito 😊
464,5,"Natanggap kona., maganda ang package naka box.,
Safe at walang kupi ang box., masarap sya effective., thank u seller., "
465,5,follow ko na talaga tong seller na to..base sa reviews my free pang facial mask..😊 sana effecteive..bibili uli aq😊😊😊
466,5,"order complete! thank you so much!
will order again soon 😘😘😘😘

thanks kay kuya rider na mabait 😉"
467,5,My 3rd order in this store authentic xa on time ang delivery..maganda ang packaging...meron pang freebies...thank you lazada 😊😀
468,5,my 3rd order
469,5,delivery ahead of time. parcel was well packed. thank you seller for the free mask. will order next time.
470,5,my 2nd order
471,5,been using it for 3mos. already..and it helps me a lot bec im constipated. no worries na ako now of eating more and more 😆 thanx u it arrived safe and well packed masyado..
472,5,as usual nkakaflush ng mga dapat iflush. nakakapayat at nagaan sa feeling kinabukasan after taking the juice
473,5,"Thank you so much for the fast transaction. ordered yesterday, got It today. And I love the free mask that comes with it. "
474,5,Thank you seller ang bilis ng deliver thank you din kay kuya na Lagi nagddlvr ng mga orders ko 
475,5,"so far okay nman sya sakin and masarap sya..
thank you 😊"
476,5,Second order ko na to. Thank you. Fast delivery din. Second order ko na to. Thank you. Fast delivery din.
477,5,Salamat sa free mask. Maayos na dumating sakin ung package. At effective talaga ang gluta juice. Puputi kana papayat kapa need mo lang din sabayan ng diet at exercise 
478,5,naging regular pag poop ko dahil sa pag inom ng juice.di ko pa natry ang coffee. try nyo na!!
479,5,"Super bili ordered May 31, arrived June 1 with free mask 🤗"
480,5,received na po.. ang bilis lang🙂
481,5,"Fast delivery, packaging is okay and kompleto sya including the 2 sachet of coffee/free.  Will update review once observe with effectivity after use :)"
482,5,sulit ang bayad..naka save ako ng malaki..thank you
483,5,"3 box inorder ko. my free pa face mask
thanks a lot, sana effective para maka order ulit
😍😉👍"
484,5,"We used to order here even before, I love the product "
485,5,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰
486,5,It was great and nice. Akala  ko fake sya pero effective nman pala mura na may libre pan face mask
487,5, good naman Ang item  hope it would be effective   into the user
488,5,100% legit❤️
489,5,"Beautifully packed. Items are complete and correct.
Item is effective, it helps in keeping you regular. does not cause stomach aches or dizziness for me. great product. will order again."
490,5,Its nice i like it ...Thank you very much
491,5,effective nga salamat🥰🥰🥰
492,5,for me its effective at salamat sa freebie na facemask
493,5,thank you lazada and seller. super sealed iyong box niya. . sana effective sakin. if ever effective i will recommend it to my friends
494,5,Got it with a free n95 mask. 👌 You can be sure items are authentic from this store. 
495,5,Thank you po sa napakabilis na delivery.. thank you din sa freebie..order po ulit ako. thanks seller
496,5,ok nmn. everything is in good condition and the products are legit. 
497,5,ok ang inyong serbisyo order kog balik. salamat sa paghatud. amping bai.
498,5,"hello... sorry for the late review.. again, delivery was very fast and items are well packed.  thank you so much"
499,5,nakabox pa..may free pang face mask..tnx seller ..sana effective🥰
500,5,Fast delivery
,,
,,
,,
,,
,,
,,
,,
501,,Its legit this is my second time to order in this shop thank you seller and Lazada
502,,nakakadami nko ng order good
503,,legit
504,,legit product....maraming tnx
505,,Fast service delivery as always. Legit item excellent packaging with box. Thank you seller.
506,,ok naman po ang product salamat po seller and kay kiya rider
507,,thankyou seller goodbless po
508,,the priduct is ok na try ko na siya for some weeks. delivery is mabilis din. will order again soon.
509,,"prang mas gus2 ko tong nka box lng kc on d go na! wla na plang freebies hehe dhil cguro sa discount, slamat seller!"
510,,Ang ganda nung item.
511,,"This is my second order from this shop. Thank you sa freebie na plastic bag sante barley 😊☺️ Thank you seller ☺️ My only concern lang po yung expiry date is Nov 2023, pero ung na unang order ko before is 2024 pa. So sa expiration date lang concern ko so far okay Naman ang juice 😊
"
512,,"ok po legit...thanks seller..will order again soon!"
513,,"Good quality but seller should give freebies to buyers since it's an expensive item"
514,,"ok na ok po xa maraming salamat po sa uulitin"
515,,"Looks legit, packed properly. will order na lang dito sa shop na to pag naubos. ty seller"
516,,"I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it I love it "
517,,"ilan beses na ko nag order. suer legit👍👍👍👍"
518,,"legit po tlga to tgal q na nagoorder dto maginhawa pakiramdam q ng umiinom aq nito promiz legit to.mrmi nagsbi sakin na d dw to orig kz ang orig nito ang isang box dw ay 1950 dto kz halos higit klahati ang masave my srp kz cla sinusunod pro bkit prehas nman lasa pti hitsura."
519,,fast delivery..... well packed....... sana may freebies pa rin...... thank you seller....
520,,"ordered received thank you seller 2nd time ko na nag order and mabilis ang shipping walang ding damage ang items "
521,,"received my parcel today, sobrang bilis dumating i ordered yesterday and i recieved it today thankyou so much seller third time to order in this store and di mu ako binigo always complete packaging and no damage and the xpiration date has intact, recommended this store kaya po dito na kayo bumili, you deserved a 5star rate seller good job till next transaction,thankyou din lazada and kaya kuya delivery man godbless.."
522,,"Thank you. It comes with a freebie coffee. :) 
"
523,,at its best. as always. trusted seller. thanks. 😊
524,,"thank you nakakailan box na po Ako Dito .Lage po maganda at maayos Ang pag kaka deliver ."
525,1,"Product is fake because i used Sante Barley powder for many months now and when i drink this product, i got allergy in my body and hands. I usually buy my sante barley locally but i try to buy this product in lazada beause its cheap but i got side effect on this. "
526,,"thank you lazada received my order in good i always order here in onefull life legit product and mabilis lang po dimating thank you to this shop at kay kuya na nagdeliver"
527,,legit order ako uli para sa mama ko tnx seller salamat din sa rider
528,,Dito na sa store na ito kami lagi umoorder ng sante barley. Mabilis pa dumating. Thank you seller.
529,,sulit Po Ang delivery at nakaka 3 sachet n Ako Ng item... wait ko lng kht 1 week para maramdaman ko Yung epekto
530,,The product is good and received it quickly. Excellent quality to its price. Will surely order again.
531,,ayos nmn nakabox sya gamot ng misis ko. well oks nmn lahat lahat same with the delivery. picture not related for coinz only
532,,ok nmn sya un nga lng po bakit yupi po ung box ? hindi ko po alam kung san nagka problema kung sa inyo po ba o sa delivery.
533,,last year order aq dto tapos ngaun nman good reviews nman.kya dto lng aq omoorder mrmi nman.ngsbi na legit kya twala rin aq dto.
534,,thank u po seller maayos po at maganda ang item na natanggap ngaun lang nakapagreview...salamt din kay rider...
535,,"Legit products thankyou seller for fast delivery, second time order this product and ilove it 😍nahiyang sa kapatid ko at first take will order pa ulet pag naubos , and napaka ayos ng pag kaka packed nya thanks seller di mu ako binigo😊 thankyou din kay delivery man for very nice customer service.. thank you so much din lazada love it😍😊"
536,,"thank you one full life,dito ako talaga lagi nag oorder i recommend this shop legit po thank you lazada at kiya na nagdeliver."
537,,"Thank you seller, received the product in a good condition 😊 I will definitely order again if hiyang sakin to 🙏"
538,,"Fast delivery! Product is well packed, well sealed, seems legit naman. The box is exactly the same with the box which I bought from a nearby legit distributor but haven't tasted it yet. Good job courier and seller."
539,,this is a repeat order. item in good packaging and received in good condition.
540,,marami beses na po aq na order Lage nmn po ayos ung dating Ng item .salamat po
541,,"Dumating na, ikalawang order ko na toh sa store natoh looks legit nman na compare ko na sa ibang store same lng, kudos seller sa sulit na presyo sa inyo!"
542,,Received this item with freebies. Rider is friendly and deliver early on the date. Thank you
543,,As usual legit and very effective for my bronchial asthma. Will definitely order again.
544,,"bilis ng dlivery, first to use this product hope it will help"
545,,ok po Ang packaging at ok dn Ang taste at smell Ng SANTE PURE BARLEY POWDER LEGIT ANG STORE NA TO.GODBLESS PO SA INYU🙏
546,,ok po Ang packaging at ok dn Ang taste at smell Ng SANTE PURE BARLEY POWDER LEGIT ANG STORE NA TO.GODBLESS PO SA INYU🙏
547,,maraming salamat poh 100 %legit legit
548,,medyo matamis sya..🤔
549,,bought second time around. nice product!
550,,"Item arrived as per earliest schedule, this was already a repeat order as we find this barley drink helpful to boost immune system."
551,,legit
552,,frequent buyer ako ng barley so far wala nmang problema.
553,,Thank you.
554,,fast delivery........ pero wala freebie now....... ☺..............................
555,,thank u so much..very satisfied customer here 3X na po ako ng order sa seller na ito..what u see is what u get..thank u
556,,Bumili ako prehas ng sante at i amazing para parehas ko subukan. Both are way cheaper here compared to distributors. Thanks seller 🤗
557,,Wala pa kaming makitang effect sa asawa ko kakaorder ko lang nito. Pero oorder uli ako now kasi paubos na ang nabili ko. Bumabase nalang ako sa mga positive reviews na nabasa ko dito. Wala akong nareceive na freebies kahit 2boxes ang nabili ko. Pero ok lang yun hindi naman big deal sakin yung ganon. Sana legit talaga tong Sante Barley kasi kailangan talaga maalis na gallstone ng mister ko.😥. Mahirap ang maoperahan. 🥺
558,,legit thanks😊
